"","age","workclass","fnlwgt","education","education_num","marital_stat","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_wk","native_country","label"
"16299",30," State-gov",180283," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"16300",40," Local-gov",95639," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"16301",42," Private",33155," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States",0
"16302",56," Private",329059," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Italy",1
"16303",55," Private",24694," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"16304",25," Private",443855," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico",0
"16305",33," Private",301867," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," Asian-Pac-Islander"," Female",0,0,35," United-States",0
"16306",55," Private",226875," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",4064,0,40," United-States",0
"16307",47," Private",362835," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
"16308",23," Private",180339," Assoc-acdm",12," Never-married"," Sales"," Own-child"," White"," Female",0,0,65," United-States",0
"16309",55," Self-emp-inc",207489," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,50," Germany",0
"16310",43," Private",336643," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States",0
"16311",31," Private",143653," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",0
"16312",62," State-gov",101475," Assoc-acdm",12," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"16313",42," Local-gov",263871," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,8," United-States",0
"16314",38," Self-emp-not-inc",77820," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"16315",29," Private",95465," HS-grad",9," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,42," United-States",0
"16316",26," Private",257910," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,60," United-States",0
"16317",26," Private",244372," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,52," United-States",1
"16318",37," Self-emp-not-inc",126738," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,72," United-States",0
"16319",79," Self-emp-inc",97082," 12th",8," Widowed"," Sales"," Not-in-family"," White"," Male",18481,0,45," United-States",1
"16320",61," Private",133164," 7th-8th",4," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,48," United-States",0
"16321",28," Self-emp-not-inc",104617," 7th-8th",4," Never-married"," Other-service"," Other-relative"," White"," Female",0,0,99," Mexico",0
"16322",60," Self-emp-inc",105339," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,60," United-States",1
"16323",51," Self-emp-inc",258735," HS-grad",9," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,81," United-States",0
"16324",34," Private",182926," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,43," United-States",1
"16325",35," Private",166193," HS-grad",9," Divorced"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States",0
"16326",27," Local-gov",206125," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",0
"16327",44," Private",346594," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
"16328",25," Private",108301," HS-grad",9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,20," United-States",0
"16329",32," Private",73498," 7th-8th",4," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
"16330",36," Private",129150," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,20," United-States",1
"16331",27," Private",181280," Masters",14," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,30," United-States",0
"16332",40," Private",146908," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
"16333",25," Private",164488," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16334",41," Private",307468," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",0
"16335",30," Private",93884," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",1
"16336",26," Private",279833," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,2258,45," United-States",1
"16337",52," Private",137658," 11th",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," Other"," Male",0,0,40," Dominican-Republic",0
"16338",32," Private",101562," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States",0
"16339",33," Private",136331," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"16340",35," Private",259846," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States",0
"16341",48," Private",98719," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,44," United-States",0
"16342",62," Self-emp-not-inc",168682," 7th-8th",4," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,5," United-States",0
"16343",40," Self-emp-not-inc",198953," Assoc-acdm",12," Never-married"," Prof-specialty"," Own-child"," Black"," Female",0,0,2," United-States",0
"16344",28," Private",173673," 5th-6th",3," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," Mexico",0
"16345",23," Private",67958," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States",0
"16346",50," Federal-gov",98980," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,40," United-States",1
"16347",51," State-gov",94174," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,35," United-States",0
"16348",63," Self-emp-not-inc",122442," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,48," United-States",0
"16349",63," Federal-gov",154675," HS-grad",9," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"16350",40," Private",116632," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States",1
"16351",40," Private",169031," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16352",41," Private",237452," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,15," Cuba",1
"16353",20," State-gov",126822," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,15," United-States",0
"16354",28," Private",51461," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1887,40," United-States",1
"16355",35," Private",54953," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"16356",31," Private",222654," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"16357",34," Private",37676," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"16358",57," Private",159319," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"16359",28," Private",125321," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"16360",38," Private",209609," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
"16361",37," Private",224947," Assoc-voc",11," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16362",43," State-gov",438427," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"16363",26," Self-emp-not-inc",384276," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"16364",26," Private",196805," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,65," United-States",0
"16365",27," Private",242097," Assoc-voc",11," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",0
"16366",33," Private",184306," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",0
"16367",45," Private",161954," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," Germany",0
"16368",65," Private",258561," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,20," United-States",0
"16369",57," Self-emp-not-inc",95280," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,45," United-States",1
"16370",59," Private",212783," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,38," United-States",0
"16371",18," Private",205004," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,26," United-States",0
"16372",44," Local-gov",387844," 12th",8," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"16373",37," Private",83880," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16374",27," Private",161155," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"16375",43," Local-gov",265698," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,45," United-States",1
"16376",59," Self-emp-inc",146477," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"16377",19," Private",97261," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16378",36," State-gov",437890," HS-grad",9," Never-married"," Exec-managerial"," Unmarried"," Black"," Male",0,0,90," United-States",0
"16379",68," Self-emp-not-inc",133736," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",20051,0,40," United-States",1
"16380",63," Private",169983," 11th",7," Widowed"," Sales"," Not-in-family"," White"," Female",2176,0,30," United-States",0
"16381",37," Private",126675," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,57," United-States",0
"16382",46," Local-gov",175754," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,1876,60," United-States",0
"16383",31," Private",121768," Assoc-acdm",12," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,35," Poland",0
"16384",23," Private",180052," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
"16385",22," Private",124454," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,30," United-States",0
"16386",49," Private",190115," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1672,44," United-States",0
"16387",36," Private",222584," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States",0
"16388",38," Private",22245," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States",0
"16389",46," Local-gov",114160," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,45," United-States",1
"16390",24," Private",228960," Assoc-acdm",12," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"16391",26," Private",132572," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States",0
"16392",47," Private",103020," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Wife"," Other"," Female",0,0,40," Puerto-Rico",0
"16393",40," Private",187802," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,1887,40," United-States",1
"16394",31," Local-gov",50649," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States",0
"16395",42," Private",137698," 5th-6th",3," Married-spouse-absent"," Farming-fishing"," Not-in-family"," White"," Male",0,0,35," Mexico",0
"16396",48," Self-emp-inc",30575," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,70," United-States",1
"16397",56," Private",202220," Some-college",10," Separated"," Tech-support"," Unmarried"," Black"," Female",0,0,38," United-States",0
"16398",50," Private",50178," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
"16399",17," Private",207791," 10th",6," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States",0
"16400",21," Private",540712," HS-grad",9," Never-married"," Other-service"," Other-relative"," Black"," Male",0,1719,25," United-States",0
"16401",50," Private",321770," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"16402",49," Private",202053," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,32," United-States",0
"16403",34," Private",143699," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,15," United-States",0
"16404",32," Self-emp-not-inc",115066," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
"16405",28," Private",223751," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"16406",62," Self-emp-inc",354075," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"16407",23," Private",32732," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,15," United-States",0
"16408",24," State-gov",390867," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"16409",31," Private",101697," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States",0
"16410",36," Private",279721," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"16411",58," Private",223400," Assoc-acdm",12," Married-civ-spouse"," Priv-house-serv"," Other-relative"," White"," Female",0,0,35," Poland",0
"16412",39," Private",76417," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"16413",21," Private",78170," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,42," United-States",0
"16414",39," Private",201410," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"16415",21," Private",189013," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States",0
"16416",33," Private",119913," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"16417",37," Private",549174," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",1
"16418",29," Local-gov",214706," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
"16419",43," Private",234220," HS-grad",9," Divorced"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," Cuba",0
"16420",22," Private",237720," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"16421",25," Private",185942," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",1
"16422",69," Local-gov",286983," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"16423",17," Private",140027," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,25," United-States",0
"16424",54," Private",155408," HS-grad",9," Widowed"," Handlers-cleaners"," Unmarried"," White"," Female",0,0,40," United-States",0
"16425",28," Private",158737," 12th",8," Married-civ-spouse"," Machine-op-inspct"," Other-relative"," Other"," Male",0,0,40," Ecuador",0
"16426",27," Local-gov",199471," Assoc-voc",11," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,38," United-States",0
"16427",35," Private",287701," Assoc-acdm",12," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,45," United-States",1
"16428",38," Private",137707," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,40," United-States",1
"16429",33," State-gov",108116," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",0
"16430",26," Private",366900," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"16431",56," Self-emp-inc",187355," Some-college",10," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,60," Canada",1
"16432",38," Private",33105," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," Amer-Indian-Eskimo"," Male",0,0,70," United-States",1
"16433",51," Self-emp-not-inc",268639," Some-college",10," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,2057,60," Canada",0
"16434",26," Private",358975," Some-college",10," Never-married"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,50," Hungary",0
"16435",33," Private",199227," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States",1
"16436",44," Private",248249," 7th-8th",4," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,50," United-States",0
"16437",36," Private",460437," 9th",5," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",0
"16438",42," Private",187294," Some-college",10," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
"16439",44," Private",115932," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"16440",44," Private",181762," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",15024,0,55," United-States",1
"16441",21," Private",27049," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States",0
"16442",41," Private",806552," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"16443",41," Private",150755," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," Canada",1
"16444",62," Private",69867," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,50," United-States",1
"16445",27," Private",160786," 11th",7," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," Germany",0
"16446",38," Private",219546," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"16447",60," Private",24872," Some-college",10," Separated"," Transport-moving"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,30," United-States",0
"16448",24," Private",110371," 12th",8," Never-married"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," Mexico",0
"16449",22," Private",304602," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",0
"16450",22," Private",238917," 1st-4th",2," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,24," Mexico",0
"16451",51," Private",200618," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"16452",31," Private",183043," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,48," United-States",1
"16453",42," Local-gov",209752," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States",1
"16454",49," Private",196707," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",7298,0,43," United-States",1
"16455",37," Local-gov",98725," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,42," United-States",0
"16456",37," Self-emp-not-inc",180150," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",1
"16457",66," Private",151227," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",1
"16458",46," Private",282538," Assoc-voc",11," Separated"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"16459",52," Private",89534," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"16460",23," Private",291011," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16461",67," Private",166187," HS-grad",9," Widowed"," Exec-managerial"," Unmarried"," White"," Male",0,0,38," United-States",1
"16462",19," Private",188669," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,25," United-States",0
"16463",37," Private",178948," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States",0
"16464",42," Self-emp-inc",188738," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,60," Italy",1
"16465",39," Self-emp-not-inc",160808," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,40," United-States",0
"16466",54," Private",93605," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1848,40," United-States",1
"16467",46," Private",318331," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"16468",33," Private",87605," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
"16469",69," Self-emp-not-inc",89477," Some-college",10," Widowed"," Farming-fishing"," Not-in-family"," White"," Female",0,0,14," United-States",0
"16470",21," Private",48301," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",0
"16471",27," Private",220748," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," Black"," Male",0,0,48," United-States",0
"16472",39," Private",387068," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"16473",23," Private",250743," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"16474",26," Private",78258," Assoc-voc",11," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,36," United-States",0
"16475",42," Private",31387," Doctorate",16," Married-spouse-absent"," Prof-specialty"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States",0
"16476",36," Private",289190," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
"16477",24," Private",604537," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," White"," Male",0,0,40," Mexico",0
"16478",35," Private",328466," 9th",5," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico",0
"16479",42," Private",403187," HS-grad",9," Divorced"," Handlers-cleaners"," Unmarried"," Black"," Female",0,0,40," United-States",0
"16480",37," Private",219546," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",4386,0,44," United-States",1
"16481",41," Private",220531," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
"16482",27," Private",204648," Assoc-voc",11," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States",0
"16483",42," Self-emp-not-inc",201908," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,50," United-States",1
"16484",18," Private",365683," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,16," United-States",0
"16485",41," Private",175674," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
"16486",31," Private",203488," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"16487",26," Private",106406," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"16488",67," Private",172756," 1st-4th",2," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Female",2062,0,34," Ecuador",0
"16489",37," Private",125167," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
"16490",51," Private",249339," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"16491",26," Private",94652," Some-college",10," Never-married"," Craft-repair"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"16492",40," Private",195394," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," United-States",1
"16493",25," Private",130302," HS-grad",9," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,40," United-States",0
"16494",38," Private",66686," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
"16495",43," Private",336042," HS-grad",9," Separated"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16496",23," Private",193586," Some-college",10," Separated"," Farming-fishing"," Other-relative"," White"," Female",0,0,40," United-States",0
"16497",44," Private",325461," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,50," United-States",1
"16498",60," Local-gov",313852," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,25," United-States",0
"16499",38," Local-gov",30509," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,1669,55," United-States",0
"16500",21," Local-gov",32639," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,20," United-States",0
"16501",18," Private",234953," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,25," United-States",0
"16502",49," Private",120629," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," Black"," Female",27828,0,60," United-States",1
"16503",43," Private",350379," 5th-6th",3," Divorced"," Priv-house-serv"," Unmarried"," White"," Female",0,0,40," Mexico",0
"16504",36," Private",36423," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,25," United-States",1
"16505",31," Private",123397," HS-grad",9," Married-civ-spouse"," Transport-moving"," Wife"," White"," Female",5178,0,35," United-States",1
"16506",38," Private",130813," HS-grad",9," Divorced"," Machine-op-inspct"," Other-relative"," White"," Female",0,0,40," United-States",0
"16507",43," Self-emp-not-inc",35236," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,84," United-States",0
"16508",58," Private",33350," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,35," United-States",0
"16509",55," Private",177380," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,29," United-States",0
"16510",39," Private",216129," Assoc-acdm",12," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",0,0,35," Jamaica",0
"16511",38," Private",335104," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,35," United-States",0
"16512",54," Self-emp-not-inc",199741," HS-grad",9," Widowed"," Craft-repair"," Not-in-family"," White"," Male",0,2001,35," United-States",0
"16513",57," Self-emp-inc",165881," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"16514",35," Local-gov",387777," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,52," United-States",0
"16515",44," Self-emp-not-inc",149943," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,60," Taiwan",1
"16516",36," Private",188834," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"16517",58," Private",290661," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"16518",39," Private",155603," Some-college",10," Never-married"," Other-service"," Own-child"," Black"," Female",0,2205,40," United-States",0
"16519",25," Private",114838," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,8," Italy",0
